CLAVE|DESCRIPCION|DESCRIPCION_BUSQUEDA|LINEA|GRABADO|COLOR|LONGITUD|ANCHO|ESPESOR|PRECIO|INVENTARIO
210*1220B8|POL. CELULAR 2.10*12.20 BRONCE 8.0MM|POLICARBONATO CELULAR 210X1220 BRONCE 8MM|POL|LISO|BRONCE|12.2|2.1|8|5226|
210*1220C6|POL. CELULAR 2.10*12.20 CRISTAL 6.0MM|POLICARBONATO CELULAR 210X1220 CRISTAL 6MM|POL|LISO|CRISTAL|12.2|2.1|6|4996|
210*1220C8|POL. CELULAR 2.10*12.20 CRISTAL 8.0MM|POLICARBONATO CELULAR 210X1220 CRISTAL 8MM|POL|DOLARES|CRISTAL|12.2|2.1|8|0|
210*1220G6|POL. CELULAR 2.10*12.20 GRIS 6.0MM|POLICARBONATO CELULAR 210X1220 GRIS 6MM|POL|LISO|GRIS|12.2|2.1|6|5226|
210*1220OP6|POL. CELULAR 2.10*12.20 BLANCO 6.0MM|POLICARBONATO CELULAR 210X1220 BLANCO 6MM|POL|LISO|BLANCO|12.2|2.1|6|5226|
210*1220OP8|POL. CELULAR 2.10*12.20 BLANCO 8.0MM|POLICARBONATO CELULAR 210X1220 BLANCO 8MM|POL|DOLARES|BLANCO|12.2|2.1|8|0|
210*1220V6|POL. CELULAR 2.10*12.20 VERDE 6.0MM|POLICARBONATO CELULAR 210X1220 VERDE 6MM|POL|LISO|VERDE|12.2|2.1|6|5226|
210*244A6|POL. CELULAR 2.10*2.44 AZUL 6.0MM|POLICARBONATO CELULAR 210X244 AZUL 6MM|POL|LISO|AZUL|2.44|2.1|6|1045|
210*244B6|POL. CELULAR 2.10*2.44 BRONCE 6.0MM|POLICARBONATO CELULAR 210X244 BRONCE 6MM|POL|LISO|BRONCE|2.44|2.1|6|1045|
210*244C6|POL. CELULAR 2.10*2.44 CRISTAL 6.0MM|POLICARBONATO CELULAR 210X244 CRISTAL 6MM|POL|LISO|CRISTAL|2.44|2.1|6|999|
210*244G6|POL.CELULAR 2.10*2.44 GRIS 6.0MM|POLICARBONATO CELULAR 210X244 GRIS 6MM|POL|LISO|GRIS|2.44|2.1|6|1045|
210*244OP6|POL. CELULAR 2.10*2.44 BLANCO 6.0MM|POLICARBONATO CELULAR 210X244 BLANCO 6MM|POL|LISO|BLANCO|2.44|2.1|6|1045|
210*244V6|POL. CELULAR 2.10*2.44 VERDE 6.0MM|POLICARBONATO CELULAR 210X244 VERDE 6MM|POL|LISO|VERDE|2.44|2.1|6|1045|
210*366A6|POL. CELULAR 2.10*3.66 AZUL 6.0MM|POLICARBONATO CELULAR 210X366 AZUL 6MM|POL|LISO|AZUL|3.66|2.1|6|1568|
210*366B6|POL. CELULAR 2.10*3.66 BRONCE 6.0MM|POLICARBONATO CELULAR 210X366 BRONCE 6MM|POL|LISO|BRONCE|3.66|2.1|6|1568|
210*366C6|POL. CELULAR 2.10*3.66 CRISTAL 6.0MM|POLICARBONATO CELULAR 210X366 CRISTAL 6MM|POL|LISO|CRISTAL|3.66|2.1|6|1499|
210*366G6|POL. CELULAR 2.10*3.66 GRIS 6.0MM|POLICARBONATO CELULAR 210X366 GRIS 6MM|POL|LISO|GRIS|3.66|2.1|6|1568|
210*366OP6|POL. CELULAR 2.10*3.66 BLANCO 6.0MM|POLICARBONATO CELULAR 210X366 BLANCO 6MM|POL|LISO|BLANCO|3.66|2.1|6|1568|
210*366V6|POL. CELULAR 2.10*3.66 VERDE 6.0MM|POLICARBONATO CELULAR 210X366 VERDE 6MM|POL|LISO|VERDE|3.66|2.1|6|1568|
210*488A6|POL. CELULAR 2.10*4.88 AZUL 6.0MM|POLICARBONATO CELULAR 210X488 AZUL 6MM|POL|LISO|AZUL|4.88|2.1|6|2091|
210*488B6|POL. CELULAR 2.10*4.88 BRONCE 6.0MM|POLICARBONATO CELULAR 210X488 BRONCE 6MM|POL|LISO|BRONCE|4.88|2.1|6|2091|
210*488C6|POL. CELULAR 2.10*4.88 CRISTAL 6.0MM|POLICARBONATO CELULAR 210X488 CRISTAL 6MM|POL|LISO|CRISTAL|4.88|2.1|6|1998|
210*488G6|POL. CELULAR 2.10*4.88 GRIS  6.0MM|POLICARBONATO CELULAR 210X488 GRIS 6MM|POL|LISO|GRIS|4.88|2.1|6|2091|
210*488OP6|POL. CELULAR 2.10*4.88 BLANCO 6.0MM|POLICARBONATO CELULAR 210X488 BLANCO 6MM|POL|LISO|BLANCO|4.88|2.1|6|2091|
210*488V6|POL. CELULAR 2.10*4.88 VERDE 6.0MM|POLICARBONATO CELULAR 210X488 VERDE 6MM|POL|LISO|VERDE|4.88|2.1|6|2091|
210*610A6|POL. CELULAR 2.10*6.10 AZUL  6.0MM|POLICARBONATO CELULAR 210X610 AZUL 6MM|POL|LISO|AZUL|6.1|2.1|6|2613|
210*610B6|POL. CELULAR 2.10*6.10 BRONCE 6.0MM|POLICARBONATO CELULAR 210X610 BRONCE 6MM|POL|LISO|BRONCE|6.1|2.1|6|2613|
210*610C6|POL.CELULAR 2.10*610 CRISTAL 6.0MM|POLICARBONATO CELULAR 210X610 CRISTAL 6MM|POL|LISO|CRISTAL|6.1|2.1|6|2498|
210*610G6|POL.CELULAR 2.10*610 GRIS 6.0MM|POLICARBONATO CELULAR 210X610 GRIS 6MM|POL|LISO|GRIS|6.1|2.1|6|2613|
210*610OP6|POL. CELULAR 2.10*6.10 OPALINO 6.0MM|POLICARBONATO CELULAR 210X610 BLANCO 6MM|POL|LISO|BLANCO|6.1|2.1|6|2613|
210*610V6|POL. CELULAR 2.10*6.10 VERDE 6.0MM|POLICARBONATO CELULAR 210X610 VERDE 6MM|POL|LISO|VERDE|6.1|2.1|6|2613|
210*732A6|POL.CELULAR 2.10*732  AZUL 6.0MM|POLICARBONATO CELULAR 210X732 AZUL 6MM|POL|LISO|AZUL|7.32|2.1|6|3136|
210*732B6|POL.CELULAR 2.10*732 BRONCE 6.0MM|POLICARBONATO CELULAR 210X732 BRONCE 6MM|POL|LISO|BRONCE|7.32|2.1|6|3136|
210*732C6|POL.CELULAR 2.10*732 CRISTAL 6.0MM|POLICARBONATO CELULAR 210X732 CRISTAL 6MM|POL|LISO|CRISTAL|7.32|2.1|6|2998|
210*732G6|POL.CELULAR 2.10*732 GRIS 6.0MM|POLICARBONATO CELULAR 210X732 GRIS 6MM|POL|LISO|GRIS|7.32|2.1|6|3136|
210*732OP6|POL.CELULAR 2.10*732 BLANCO 6.0MM|POLICARBONATO CELULAR 210X732 BLANCO 6MM|POL|LISO|BLANCO|7.32|2.1|6|3136|
210*732V6|POL.CELULAR 2.10*732 VERDE 6.0MM|POLICARBONATO CELULAR 210X732 VERDE 6MM|POL|LISO|VERDE|7.32|2.1|6|3136|
210*854A6|POL.CELULAR 2.10*8.54 AZUL 6.0MM|POLICARBONATO CELULAR 210X854 AZUL 6MM|POL|LISO|AZUL|8.54|2.1|6|3659|
210*854B6|POL.CELULAR 2.10*8.54 BRONCE 6.0MM|POLICARBONATO CELULAR 210X854 BRONCE 6MM|POL|LISO|BRONCE|8.54|2.1|6|3659|
210*854C6|POL.CELULAR 2.10*8.54 CRISTAL 6.0MM|POLICARBONATO CELULAR 210X854 CRISTAL 6MM|POL|LISO|CRISTAL|8.54|2.1|6|3497|
210*854G6|POL.CELULAR 2.10*8.54 GRIS 6.0MM|POLICARBONATO CELULAR 210X854 GRIS 6MM|POL|LISO|GRIS|8.54|2.1|6|3659|
210*854OP6|POL.CELULAR 2.10*8.54 BLANCO 6.0MM|POLICARBONATO CELULAR 210X854 BLANCO 6MM|POL|LISO|BLANCO|8.54|2.1|6|3659|
210*854V6|POL.CELULAR 2.10*8.54 VERDE 6.0MM|POLICARBONATO CELULAR 210X854 VERDE 6MM|POL|LISO|VERDE|8.54|2.1|6|3659|
210*976A6|POL. CELULAR 2.10*9.76 AZUL 6.0MM|POLICARBONATO CELULAR 210X976 AZUL 6MM|POL|LISO|AZUL|9.76|2.1|6|4181|
210*976B6|POL. CELULAR 2.10*9.76 BRONCE 6.0MM|POLICARBONATO CELULAR 210X976 BRONCE 6MM|POL|LISO|BRONCE|9.76|2.1|6|4181|
210*976C6|POL. CELULAR 2.10*9.76 CRISTAL6.0MM|POLICARBONATO CELULAR 210X976 CRISTAL 6MM|POL|LISO|CRISTAL|9.76|2.1|6|3997|
210*976G6|POL. CELULAR 2.10*9.76 GRIS 6.0MM|POLICARBONATO CELULAR 210X976 GRIS 6MM|POL|LISO|GRIS|9.76|2.1|6|4181|
210*976OP6|POL. CELULAR 2.10*9.76 BLANCO 6.0MM|POLICARBONATO CELULAR 210X976 BLANCO 6MM|POL|LISO|BLANCO|9.76|2.1|6|4181|
244ASBP|LAMINA T/ASBESTO 1.00*2.44 POLIESTER|LAMINA ASBESTO 100X244 BLANCA|LAM|LISO|BLANCO|2.44|1|6|409|
244R101P|LAMINA T/R-101 1.07*2.44 POLIESTER|LAMINA R101 100X244 BLANCA|LAM|LISO|BLANCO|2.44|1.07|6|408|
244RIBB|LAMINA RIB 1.27*2.44  BRONCE|LAMINA RIB 127X244 BRONCE|LAM|DOLARES|BRONCE|2.44|1.27|1|0|
244RIBC|LAMINA RIB  1.27*2.44  CRISTAL|LAMINA RIB 127X244 CRISTAL|LAM|DOLARES|CRISTAL|2.44|1.27|1|0|
244RIBGRIS|LAMINA RIB  1.27*2.44  GRIS|LAMINA RIB 127X244 GRIS|LAM|DOLARES|GRIS|2.44|1.27|1|0|
244RIBOP|LAMINA RIB  1.27*2.44 BLANCA|LAMINA RIB 127X244 BLANCA|LAM|DOLARES|BLANCO|2.44|1.27|1|0|
254AMARILLA|LAMINA T/RURAL 1.20 *2.54 AMARILLA|LAMINA RURAL 120X254 AMARILLA|LAM|LISO|AMARILLO|2.54|1.2|1.8|336|
254BLANCA|LAMINA T/RURAL 1.20 *2.54 BLANCA|LAMINA RURAL 120X254 BLANCA|LAM|LISO|BLANCO|2.54|1.2|1.8|336|
254VERDE|LAMINA T/RURAL 1.20 *2.54 VERDE|LAMINA RURAL 120X254 VERDE|LAM|LISO|VERDE|2.54|1.2|1.8|336|
305AMARILLA|LAMINA T/RURAL 1.20*3.05 AMARILLA|LAMINA RURAL 120X305 AMARILLA|LAM|LISO|AMARILLO|3.05|1.2|1.8|403|
305ASBP|LAMINA T/ASBESTO 1.00*3.05 POLIESTER|LAMINA ASBESTO 100X305 BLANCA|LAM|LISO|BLANCO|3.05|1|1|512|
305BLANCA|LAMINA T/RURAL 1.20*3.05 BLANCA|LAMINA RURAL 120X305 BLANCA|LAM|LISO|BLANCO|3.05|1.2|1|403|
305BRONCERIB|LAMINA RIB1.27*3.05 BRONCE|LAMINA RIB 127X305 BRONCE|LAM|DOLARES|BRONCE|3.05|1.27|1|0|
305GALV|LAMINA R-101 1.07*305 GALVANIZADA|LAMINA GALVANIZADA R101 107X305|LAM|LISO|ALUMINIO|3.05|1.07|1|475|
305R101A|LAMINA T/R-101 1.07*305 ACRILICA|LAMINA R101 107X305 ACRILICA|LAM|LISO|BLANCO|3.05|1.07|1|913|
305R101P|LAMINA T/R-101 1.07*305 POLIESTER|LAMINA R101 107X305 POLIESTER|LAM|LISO|POLIESTER|3.05|1.07|1|511|
305RIBB|LAMINA RIB  1.27*3.05  BRONCE|LAMINA RIB 127X305 BRONCE|LAM|DOLARES|BRONCE|3.05|1.27|1|0|
305RIBC|LAMINA RIB 1.27*305 CRISTAL|LAMINA RIB 127X305 CRISTAL|LAM|DOLARES|CRISTAL|3.05|1.27|1|0|
305RIBOP|LAMINA RIB  1.27*3.05  BLANCO|LAMINA RIB 127X305 BLANCO|LAM|DOLARES|BLANCO|3.05|1.27|1|0|
305VERDE|LAMINA T/RURAL 1.20 *3.05 VERDE|LAMINA RURAL 120X305 VERDE|LAM|LISO|VERDE|3.05|1.27|1|403|
366ASBP|LAMINA T/ASBESTO 1.00*3.66 POLIESTER|LAMINA ASBESTO 100X366 POLIESTER|LAM|LISO|BLANCO|3.66|1|1|614|
366R101A|LAMINA T/R-101 1.07*3.66 ACRILICA|LAMINA R101 107X366 ACRILICA|LAM|LISO|BLANCO|3.66|1.07|1|1096|
366R101P|LAMINA T/R-101 1.07*3.66 POLIESTER|LAMINA R101 107X366 POLIESTER|LAM|LISO|BLANCO|3.66|1.07|1|613|
366RIBB|LAMINA RIB  1.27*3.66  BRONCE|LAMINA RIB 127X366 BRONCE|LAM|DOLARES|BRONCE|3.66|1.27|1|0|
366RIBC|LAMINA RIB  1.27*3.66  CRISTAL|LAMINA RIB 127X366 CRISTAL|LAM|DOLARES|CRISTAL|3.66|1.27|1|0|
366RIBGRIS|LAMINA RIB  1.27*3.66  HUMO|LAMINA RIB 127X366 HUMO|LAM|DOLARES|HUMO|3.66|1.27|1|0|
366RIBOP|LAMINA RIB  1.27*3.66  BLANCO|LAMINA RIB 127X366 BLANCO|LAM|DOLARES|BLANCO|3.66|1.27|1|0|
366RIBROMAC|LAMINA RIB 1.27*3.66 CRISTAL PUNTA ROMA|LAMINA RIB 127X366 CRISTAL PUNTA ROMA|LAM|DOLARES|CRISTAL|3.66|1.27|1|0|
381AMARILLA|LAMINA T/RURAL 1.20*3.81 AMARILLA|LAMINA RURAL 120X381 AMARILLA|LAM|LISO|AMARILLO|3.81|1.2|1.8|504|
381BLANCA|LAMINA T/RURAL 1.20*3.81 BLANCA|LAMINA RURAL 120X381 BLANCA|LAM|LISO|BLANCO|3.81|1.2|1.8|504|
381VERDE|LAMINA T/RURAL 1.20*3.81 VERDE|LAMINA RURAL 120X381 VERDE|LAM|LISO|VERDE|3.81|1.2|1.8|504|
488ASBP|LAMINA T/ASBESTO 1.00*4.88 POLIESTER|LAMINA ASBESTO 100X488 POLIESTER|LAM|LISO|BLANCO|4.88|1|1|819|
488R101P|LAMINA T/R-101 1.07*4.88 POLIESTER|LAMINA R101 107X488 POLIESTER|LAM|LISO|BLANCO|4.88|1.07|1|817|
488RIBC|LAMINA RIB 1.27*4.88 CRISTAL|LAMINA RIB 127X488 CRISTAL|LAM|DOLARES|CRISTAL|4.88|1.27|1|0|
488RIBH|LAMINA RIB  1.27*4.88 BRONCE|LAMINA RIB 127X488 BRONCE|LAM|DOLARES|BRONCE|4.88|1.27|1|0|
488RIBOP|LAMINA RIB  1.27*4.88 BLANCA|LAMINA RIB 127X488 BLANCA|LAM|DOLARES|BLANCO|4.88|1.27|1|0|
610ASBP|LAMINA T/ASBESTO 1.00*6.10 POLIESTER|LAMINA ASBESTO 100X610 POLIESTER|LAM|LISO|BLANCO|6.1|1|1.2|1024|
610BLANCA|LAMINAT/RURAL 1.20*6.10 BLANCA|LAMINA RURAL 120X610 BLANCA|LAM|LISO|BLANCO|6.1|1.2|1.2|807|
610R101A|LAMINA T/R-101 1.07*6.10 ACRILICA|LAMINA R101 107X610 ACRILICA|LAM|LISO|BLANCO|6.1|1.07|1.2|1827|
610R101P|LAMINA T/R-101 1.07*6.10 POLIESTER|LAMINA R101 107X610 POLIESTER|LAM|LISO|BLANCO|6.1|1.07|1.2|1021|
610RIBB|LAMINA RIB  1.27*6.10 BRONCE|LAMINA RIB 127X610 BRONCE|LAM|DOLARES|BRONCE|6.1|1.27|1|0|
610RIBOP|LAMINA RIB  1.27*6.10 BLANCA|LAMINA RIB 127X610 BLANCA|LAM|DOLARES|BLANCO|6.1|1.27|1|0|
732ASBP|LAMINA T/ASBESTO 1.00*7.32 POLIESTER|LAMINA ASBESTO 100X732 POLIESTER|LAM|LISO|BLANCO|7.32|1|1.2|1229|
732R101P|LAMINA T/R-101 1.07*7.32 POLIESTER|LAMINA R101 107X732 BLANCA POLIESTER|LAM|LISO|BLANCO|7.32|1.07|1.2|1226|
732RIBB|LAMINA RIB  1.27*7.32 BRONCE|LAMINA RIB 127X732 BRONCE|LAM|DOLARES|BRONCE|7.32|1.27|1|0|
732RIBOP|LAMINA RIB  1.27*7.32 BLANCO|LAMINA RIB 127X732 BLANCA|LAM|DOLARES|BLANCO|7.32|1.27|1|0|
732RIBROMAB|LAMINA T/RIB 1.27*3.66 BRONCE PUNTA ROMA|LAMINA RIB 127X366 BRONCE PUNTA ROMA|LAM|DOLARES|BRONCE|1.27|3.66|1|0|
90*25LISA|ROLLO DE LAMINA  LISA  .90*25.00 MTS BCO|ROLLO DE LAMINA LISA 90X25 BLANCO|LAM|LISO|BLANCO|25|0.9|1|3308|
ACR1|ACRILETA(S) .90*1.20 CRISTAL 5.6 MM C/L|ACRILETA 90X120 CON LENGÜETA|ACRILETA|LISO|CRISTAL|1.2|0.9|5.6|925|
ACR1A|ACRILETA(S) .90*1.20 CRISTAL 5.6 MM RECT|ACRILETA 90X120 RECTANGULAR|ACRILETA|LISO|CRISTAL|1.2|0.9|5.6|1020|
ACR2|ACRILETA(S) 1.20*1.50 CRISTAL 5.6 MM C/L|ACRILETA 120X150 CON LENGÜETA|ACRILETA|LISO|CRISTAL|1.5|1.2|5.6|1540|
ACR2A|ACRILETA(S) 1.20*1.50 CRISTAL 5.6 MM REC|ACRILETA 120X150 RECTANGULAR|ACRILETA|LISO|CRISTAL|1.5|1.2|5.6|1710|
ACR3|ACRILETA(S) 1.20*1.80 CRISTAL 5.6 MM C/L|ACRILETA 120X180 CON LENGÜETA|ACRILETA|LISO|CRISTAL|1.8|1.2|5.6|1850|
ACR3A|ACRILETA(S) 1.20*1.80 CRISTAL 5.6 MM REC|ACRILETA 120X180 RECTANGULAR|ACRILETA|LISO|CRISTAL|1.8|1.2|5.6|2050|
ADECRYL|ADECRYL EXTRA (BASE SOLVENTE) 960 ML|ADECRYL EXTRA|ADE|LISO|CRISTAL|0.2|0.1|100|160|
ADECRYL3|ADECRYL 3 COMPONENTES|ADECRYL 3 COMPONENTES|ADE|LISO|CRISTAL|0.2|0.1|100|235|
ADHESIVO AGUA|ADHESIVO FRANKLIN B/AGUA CUB.15.2 LTS|ADHESIVO FRANKLIN BASE AGUA|GLASLINER|DOLARES|CREMA|0.5|0.4|100|0|
ADHESIVOBSOLVENT|ADHESIVO FRANKLIN B/SOLVENTE CUB.19 LTS|ADHESIVO FRANKLIN BASE ACEITE|GLASLINER|DOLARES|CREMA|0.5|0.4|100|0|
ANGULOE244B|ACC.ANGULO EXT.GLASLINER 2.44|ANGULO EXTERIOR 244|GLASLINER|LISO|BLANCO|2.44|0.05|1|52.52|
ANGULOI244B|ACC.ANGULO INT.GLASLINER 2.44|ANGULO INTERIOR 244|GLASLINER|LISO|BLANCO|2.44|0.05|1|52.52|
ANTIES|ANTIESTATICO/ABRILLANTADOR  2|ABRILLANTADOR|GLASLINER|LISO|BLANCO|0.1|0.1|1|250|
BARRA DIV2.44B|ACCE.BARRA DIV. GLASLINER 2.44|BARRA DIVISION 244|GLASLINER|LISO|BLANCO|2.44|0.05|1|35.87|
C0101|ACRILICO(S) 1.20*1.80 C010 (ROSA C)3.0MM|ACRILICO 120X180 C010 3MM|ACR|LISO|C010|1.8|1.2|3|870|
C0104|ACRILICO(S)1.80*2.40 C010 (ROSA C.)3.0MM|ACRILICO 180X240 C010 3MM|ACR|LISO|C010|2.4|1.8|3|1740|
C0151|ACRILICO(S) 1.20*1.80 C015 (ROSA F)3.0MM|ACRILICO 120X180 C015 3MM|ACR|LISO|C015|1.8|1.2|3|870|
C0154|ACRILICO(S) 1.80*2.40 C015 (ROSA O)3.0MM|ACRILICO 180X240 C015 3MM|ACR|LISO|C015|2.4|1.8|3|1740|
C0221|ACRILICO(S)1.20*1.80 C022 (DURAZNO)3.0MM|ACRILICO 120X180 C022 3MM|ACR|LISO|C022|1.8|1.2|3|870|
C0224|ACRILICO(S)1.80*240 C022 (DURAZNO)3.0MM|ACRILICO 180X240 C022 3MM|ACR|LISO|C022|2.4|1.8|3|1740|
C0471|ACRILICO(S)1.20*1.80 C047 (AMARILLO)3.0M|ACRILICO 120X180 C047 3MM|ACR|LISO|C047|1.8|1.2|3|870|
C0474|ACRILICO(S)1.80*2.40 C047 (AMARILLO)3.0M|ACRILICO 180X240 C047 3MM|ACR|LISO|C047|2.4|1.8|3|1740|
C0671|ACRILICO(S)1.20*1.80 C067 (VERDE)3.0M|ACRILICO 120X180 C067 3MM|ACR|LISO|C067|1.8|1.2|3|870|
C0674|ACRILICO(S)1.80*2.40 C067 (VERDE)3.0M|ACRILICO 180X240 C067 3MM|ACR|LISO|C067|2.4|1.8|3|1740|
C0821|ACRILICO(S)1.20*1.80 C082 (AZUL)3.0M|ACRILICO 120X180 C082 3MM|ACR|LISO|C082|1.8|1.2|3|870|
C0824|ACRILICO(S)1.80*2.40 C082 (AZUL)3.0M|ACRILICO 180X240 C082 3MM|ACR|LISO|C082|2.4|1.8|3|1740|
C0921|ACRILICO(S)1.20*1.80 C092 (VIOLETA)3.0M|ACRILICO 120X180 C092 3MM|ACR|LISO|C092|1.8|1.2|3|870|
C0924|ACRILICO(S)1.80*2.40 C092 (VIOLETA)3.0M|ACRILICO 180X240 C092 3MM|ACR|LISO|C092|2.4|1.8|3|1740|
C1|ACRILICO(S)  1.20*1.80 CRISTAL 3.0MM|ACRILICO 120X180 CRISTAL 3MM|ACR|LISO|CRISTAL|1.8|1.2|3|790|
C11.5|ACRILICO(S) 1.20*1.80 CRISTAL 1.5 MM|ACRILICO 120X180 CRISTAL 1.5MM|ACR|LISO|CRISTAL|1.8|1.2|1.5|720|
C110|ACRILICO(S) 1.20*1.80 CRISTAL 10.0MM|ACRILICO 120X180 CRISTAL 10MM|ACR|LISO|CRISTAL|1.8|1.2|10|3000|
C112|ACRILICO(S) 1.20*1.80 CRISTAL 12.0MM|ACRILICO 120X180 CRISTAL 12MM|ACR|LISO|CRISTAL|1.8|1.2|12|3495|
C115|ACRILICO(S) 1.20*1.80 CRISTAL 15.0MM|ACRILICO 120X180 CRISTAL 15MM|ACR|LISO|CRISTAL|1.8|1.2|15|4980|
C118|ACRILICO(S) 1.20*1.80 CRISTAL 18.0MM|ACRILICO 120X180 CRISTAL 18MM|ACR|LISO|CRISTAL|1.8|1.2|18|6280|
C12|ACRILICO(S) 1.20*1.80 CRISTAL 2.0MM|ACRILICO 120X180 CRISTAL 2MM|ACR|LISO|CRISTAL|1.8|1.2|2|660|
