CLAVE|DESCRIPCION|DESCRIPCION_BUSQUEDA|LINEA|GRABADO|COLOR|LONGITUD|ANCHO|ESPESOR|PRECIO|INVENTARIO
P412|QUAZAR AZUL 1.20*1.80|QUAZAR AZUL 1.20*1.80|PLA|Quazar|AZUL|1.8|1.2|2.8|420|
P411|QUAZAR AZUL 1.00*1.80|QUAZAR AZUL 1.00*1.80|PLA|Quazar|AZUL|1.8|1|2.8|350|
P410|QUAZAR AZUL 0.80*1.80|QUAZAR AZUL 0.80*1.80|PLA|Quazar|AZUL|1.8|0.8|2.8|381|
P409|QUAZAR AZUL 0.70*1.80|QUAZAR AZUL 0.70*1.80|PLA|Quazar|AZUL|1.8|0.7|2.8|245|
P405|QUAZAR HUMO 1.20*1.80|QUAZAR HUMO 1.20*1.80|PLA|Quazar|HUMO|1.8|1.2|2.8|420|
P404|QUAZAR HUMO 1.00*1.80|QUAZAR HUMO 1.00*1.80|PLA|Quazar|HUMO|1.8|1|2.8|350|
P403|QUAZAR HUMO 0.80*1.80|QUAZAR HUMO 0.80*1.80|PLA|Quazar|HUMO|1.8|0.8|2.8|381|
P402|QUAZAR HUMO 0.70*1.80|QUAZAR HUMO 0.70*1.80|PLA|Quazar|HUMO|1.8|0.7|2.8|245|
P398|QUAZAR OPALINO 1.20*1.80|QUAZAR OPALINO 1.20*1.80|PLA|Quazar|BLANCO|1.8|1.2|2.8|420|
P397|QUAZAR OPALINO 1.00*1.80|QUAZAR OPALINO 1.00*1.80|PLA|Quazar|BLANCO|1.8|1|2.8|350|
P396|QUAZAR OPALINO 0.80*1.80|QUAZAR OPALINO 0.80*1.80|PLA|Quazar|BLANCO|1.8|0.8|2.8|381|
P395|QUAZAR OPALINO 0.70*1.80|QUAZAR OPALINO 0.70*1.80|PLA|Quazar|BLANCO|1.8|0.7|2.8|245|
P391|QUAZAR CRISTAL 1.20*1.80|QUAZAR CRISTAL 1.20*1.80|PLA|Quazar|CRISTAL|1.8|1.2|2.8|420|
P390|QUAZAR CRISTAL 1.00*1.80|QUAZAR CRISTAL 1.00*1.80|PLA|Quazar|CRISTAL|1.8|1|2.8|350|
P389|QUAZAR CRISTAL 0.80*1.80|QUAZAR CRISTAL 0.80*1.80|PLA|Quazar|CRISTAL|1.8|0.8|2.8|381|
P388|QUAZAR CRISTAL 0.70*1.80|QUAZAR CRISTAL 0.70*1.80|PLA|Quazar|CRISTAL|1.8|0.7|2.8|245|
P384|QUAZAR BRONCE 1.20*1.80|QUAZAR BRONCE 1.20*1.80|PLA|Quazar|BRONCE|1.8|1.2|2.8|420|
P383|QUAZAR BRONCE 1.00*1.80|QUAZAR BRONCE 1.00*1.80|PLA|Quazar|BRONCE|1.8|1|2.8|350|
P382|QUAZAR BRONCE 0.80*1.80|QUAZAR BRONCE 0.80*1.80|PLA|Quazar|BRONCE|1.8|0.8|2.8|381|
P381|QUAZAR BRONCE 0.70*1.80|QUAZAR BRONCE 0.70*1.80|PLA|Quazar|BRONCE|1.8|0.7|2.8|245|
P251|TAPIZ HUMO 1.20*1.80|TAPIZ HUMO 1.20*1.80|PLA|Tapiz|HUMO|1.8|1.2|2.8|420|
P250|TAPIZ HUMO 1.00*1.80|TAPIZ HUMO 1.00*1.80|PLA|Tapiz|HUMO|1.8|1|2.8|350|
P249|TAPIZ HUMO 0.80*1.80|TAPIZ HUMO 0.80*1.80|PLA|Tapiz|HUMO|1.8|0.8|2.8|381|
P248|TAPIZ HUMO 0.70*1.80|TAPIZ HUMO 0.70*1.80|PLA|Tapiz|HUMO|1.8|0.7|2.8|245|
P244|TAPIZ CRISTAL 1.20*1.80|TAPIZ CRISTAL 1.20*1.80|PLA|Tapiz|CRISTAL|1.8|1.2|2.8|420|
P243|TAPIZ CRISTAL 1.00*1.80|TAPIZ CRISTAL 1.00*1.80|PLA|Tapiz|CRISTAL|1.8|1|2.8|350|
P242|TAPIZ CRISTAL 0.80*1.80|TAPIZ CRISTAL 0.80*1.80|PLA|Tapiz|CRISTAL|1.8|0.8|2.8|381|
P241|TAPIZ CRISTAL 0.70*1.80|TAPIZ CRISTAL 0.70*1.80|PLA|Tapiz|CRISTAL|1.8|0.7|2.8|245|
P230|TIKAL HUMO 1.20*1.80|TIKAL HUMO 1.20*1.80|PLA|Tikal|HUMO|1.8|1.2|2.8|420|
P229|TIKAL HUMO 1.00*1.80|TIKAL HUMO 1.00*1.80|PLA|Tikal|HUMO|1.8|1|2.8|350|
P228|TIKAL HUMO 0.80*1.80|TIKAL HUMO 0.80*1.80|PLA|Tikal|HUMO|1.8|0.8|2.8|381|
P227|TIKAL HUMO 0.70*1.80|TIKAL HUMO 0.70*1.80|PLA|Tikal|HUMO|1.8|0.7|2.8|245|
P223|TIKAL CRISTAL 1.20*1.80|TIKAL CRISTAL 1.20*1.80|PLA|Tikal|CRISTAL|1.8|1.2|2.8|420|
P222|TIKAL CRISTAL 1.00*1.80|TIKAL CRISTAL 1.00*1.80|PLA|Tikal|CRISTAL|1.8|1|2.8|350|
P221|TIKAL CRISTAL 0.80*1.80|TIKAL CRISTAL 0.80*1.80|PLA|Tikal|CRISTAL|1.8|0.8|2.8|381|
P220|TIKAL CRISTAL 0.70*1.80|TIKAL CRISTAL 0.70*1.80|PLA|Tikal|CRISTAL|1.8|0.7|2.8|245|
B12|BURBUJA  1.20*1.20 COLOR Z01|BURBUJA 120X120 Z01|DOM|BURBUJA|Z01|1.2|1.2|3|954.00|
B1215|BURBUJA  1.20*1.50 COLOR Z01|BURBUJA 120X150 Z01|DOM|BURBUJA|Z01|1.5|1.2|3|1269.00|
B1218|BURBUJA 1.20*1.80 COLOR Z01|BURBUJA 120X180 Z01|DOM|BURBUJA|Z01|1.8|1.2|3|1426.00|
B1224|BUBUJA 1.20*2.40 COLOR Z01|BURBUJA 120X240 Z01|DOM|BURBUJA|Z01|2.4|1.2|3|1909.00|
B15|BURBUJA  1.50*1.50 COLOR Z01 P/VENTILA|BURBUJA 150X150 Z01 CV|DOM|BURBUJA|Z01|1.5|1.5|3|2436.00|
B18|BURBUJA  1.80*1.80 COLOR Z01|BURBUJA 180X180 Z01|DOM|BURBUJA|Z01|1.8|1.8|3|2436.00|
B1824|BURBUJA 1.80*2.40 COLOR Z01|BURBUJA 180X240 Z01|DOM|BURBUJA|Z01|2.4|1.8|3|3178.00|
B4|BURBUJA .44*.44 COLOR Z01 PARA M.P|BURBUJA 44X44 Z01 MP|DOM|BURBUJA|Z01|0.44|0.44|3|214.00|
B412|BURBUJA .44*1.20 COLOR Z01|BURBUJA 44X120 Z01|DOM|BURBUJA|Z01|1.2|0.44|3|382.00|
B46|BURBUJA .44*.60 COLOR Z01|BURBUJA 44X60 Z01|DOM|BURBUJA|Z01|0.6|0.44|3|202.00|
B49|BURBUJA  .44*.90 COLOR Z01|BURBUJA 44X90 Z01|DOM|BURBUJA|Z01|0.9|0.44|3|281.00|
B6|BURBUJA DE .60*.60 PARA MARCO  Z01|BURBUJA 60X60 Z01 MP|DOM|BURBUJA|Z01|0.6|0.6|3|359.00|
B612|BURBUJA .60*1.20 OPALINO|BURBUJA 60X120 Z01|DOM|BURBUJA|Z01|1.2|0.6|3|477.00|
B612H11|BURBUJA .60*1.20 PARA VENTILA H11|BURBUJA 60X120 H11 CV|DOM|BURBUJA|H11|1.2|0.6|3|775.00|
B612M|BURBUJA .60*1.20 PARA MARCO H11|BURBUJA 60X120 H11 MP|DOM|BURBUJA|H11|1.2|0.6|3|606.00|
B618|BURBUJA  .60*1.80 COLOR Z01|BURBUJA 60X180 Z01|DOM|BURBUJA|Z01|1.8|0.6|3|763.00|
B63|BURBUJA .60x.60 COLOR Z01|BURBUJA 60X60 Z01|DOM|BURBUJA|Z01|0.6|0.6|3|236.00|
B69|BURBUJA .60*.90 TRANSPARENTE|BURBUJA 60X90 CRISTAL|DOM|BURBUJA|CRISTAL|0.9|0.6|3|393.00|
B6H11|BURBUJA .60*.60 PARA MARCO COLOR H11|BURBUJA 60X60 H11 MP|DOM|BURBUJA|H11|0.6|0.6|3|359.00|
B9|BURBUJA .90*.90 COLOR CRISTAL|BURBUJA 90X90 CRISTAL|DOM|BURBUJA|CRISTAL|0.9|0.6|3|528.00|
B912|BURBUJA .90*1.20 COLOR Z01|BURBUJA 90X120 Z01|DOM|BURBUJA|Z01|1.2|0.9|3|763.00|
B918|BURBUJA  .90*1.80 COLOR Z01|BURBUJA 90X180 Z01|DOM|BURBUJA|Z01|1.8|0.9|3|1061.00|
B924|BURBUJA .90*2.40 COLOR Z01|BURBUJA 90X240 Z01|DOM|BURBUJA|Z01|2.4|0.9|3|1437.00|
BC12|BURBUJA CIRCULAR  DE 1.20 COLOR Z01|BURBUJA CIRCULAR 120 Z01|DOM|CIRCULAR|Z01|1.2|1.2|3|1386.00|
BC15|BURBUJA CIRCULAR  DE 1.50 COLOR Z01|BURBUJA CIRCULAR 150 Z01|DOM|CIRCULAR|Z01|1.5|1.5|3|2211.00|
BC18|BURBUJA CIRCULAR DE 1.80 COLOR Z01|BURBUJA CIRCULAR 180 Z01|DOM|CIRCULAR|Z01|1.8|1.8|3|3509.00|
BC6|BURBUJA CIRCULAR DE .60 COLOR Z01|BURBUJA CIRCULAR 60 Z01|DOM|CIRCULAR|Z01|0.6|0.6|3|416.00|
BC9|BURBUJA CIRCULAR .90 COLOR Z01|BURBUJA CIRCULAR 90 Z01|DOM|CIRCULAR|Z01|0.9|0.9|3|1017.00|
BP12|BURBUJA PIRAMIDAL 1.20*1.20 COLOR Z01|BURBUJA PIRAMIDAL 120X120 Z01|DOM|PIRAMIDAL|Z01|1.2|1.2|3|1055.00|
BP18|BURBUJA PIRAMIDAL 1.80*1.80 COLOR H11|BURBUJA PIRAMIDAL 180X180 H11|DOM|PIRAMIDAL|H11|1.8|1.8|3|2964.00|
BP1824|BURBUJA PIRAMIDAL 1.80*2.40 M.P CRISTAL|BURBUJA PIRAMIDAL 180X240 CRISTAL|DOM|PIRAMIDAL|CRISTAL|2.4|1.8|3|3711.00|
BP9|BURBUJA PIRAMIDAL .90*.90  COLOR Z01|BURBUJA PIRAMIDAL 90X90 Z01|DOM|PIRAMIDAL|Z01|0.9|0.9|3|590.00|
D6V|DOMO T/BURBUJA DE .60*.60 C.V. Z01|BURBUJA 60X60 Z01 CV|DOM|BURBUJA|Z01|0.6|0.6|3|472.00|
D12|DOMO BURBUJA 1.20*1.20  M.P|BURBUJA 120X120 CRISTAL MP|DOM|BURBUJA|CRISTAL|1.2|1.2|3|1100.00|
D1215|DOMO T-BURBUJA 1.20*1.50 COLOR Z01 M.P.|BURBUJA 120X150 Z01 MP|DOM|BURBUJA|Z01|1.5|1.2|3|1381.00|
D1215V|DOMO T-BURBUJA 1.20*1.50 COLOR Z01 C.V.|BURBUJA 120X150 Z01 CV|DOM|BURBUJA|Z01|1.5|1.2|3|1695.00|
D1218|DOMO T-BURBUJA 1.20*1.80 CRISTAL  M.P|BURBUJA 120X180 CRISTAL MP|DOM|BURBUJA|CRISTAL|1.8|1.2|3|1482.00|
D1218V|DOMO T-BURBUJA 1.20*1.80 COLOR Z01 C.V.|BURBUJA 120X180 Z01 CV|DOM|BURBUJA|Z01|1.8|1.2|3|1802.00|
D1224|DOMO T-BURBUJA 1.20*2.40 COLOR H11 M.P.|BURBUJA 120X240 H11 MP|DOM|BURBUJA|H11|2.4|1.2|3|2099.00|
D1224CV|DOMO T-BURBUJA 1.20*2.40 CRISTAL C.V.|BURBUJA 120X240 CRISTAL CV|DOM|BURBUJA|CRISTAL|2.4|1.2|3|2346.00|
D1224V|DOMO T-BURBUJA 1.20*2.40 COLOR Z01 C.V.|BURBUJA 120X240 Z01 CV|DOM|BURBUJA|Z01|2.4|1.2|3|2346.00|
D12V|DOMO T-BURBUJA 1.20*1.20 COLOR Z01 C.V.|BURBUJA 120X120 Z01 CV|DOM|BURBUJA|Z01|1.2|1.2|3|1325.00|
D143V|DOMO T-BURBUJA DE 1.43*.81 C.V CRISTAL|BURBUJA 81X143 CRISTAL CV|DOM|BURBUJA|CRISTAL|1.43|0.81|3|1603.00|
D15|DOMO T-BURBUJA 1.50*1.50 COLOR Z01 M.P|BURBUJA 150X150 Z01 MP|DOM|BURBUJA|Z01|1.5|1.5|3|2189.00|
D152MP|DOMO T-BURBUJA DE 1.50*2.00 Z01 M.P.|BURBUJA 150X200 Z01 MP|DOM|BURBUJA|Z01|2|1.5|3|4840.00|
D15V|DOMO T-BURBUJA 1.50*1.50 COLOR Z01 C.V.|BURBUJA 150X150 Z01 CV|DOM|BURBUJA|Z01|1.5|1.5|3|2436.00|
D18|DOMO T-BURBUJA 1.80*1.80 COLOR Z01 M.P.|BURBUJA 180X180 Z01 MP|DOM|BURBUJA|Z01|1.8|1.8|3|2751.00|
D1824|DOMO T-BURBUJA  1.80*2.40 COLOR  Z01 M.P|BURBUJA 180X240 Z01 MP|DOM|BURBUJA|Z01|2.4|1.8|3|3604.00|
D1824V|DOMO T-BURBUJA 1.80*2.40 COLOR Z01 C.V..|BURBUJA 180X240 Z01 CV|DOM|BURBUJA|Z01|2.4|1.8|3|4238.00|
D18V|DOMO T-BURBUJA 1.80*1.80 COLOR H11 C.V.|BURBUJA 180X180 H11 CV|DOM|BURBUJA|H11|1.8|1.8|3|3179.00|
D412|DOMO T-BURBUJA .44*1.20 COLOR Z01 M.P.|BURBUJA 44X120 Z01 MP|DOM|BURBUJA|Z01|1.2|0.44|3|499.00|
D412V|DOMO T-BURBUJA  .44*1.20 COLOR Z01 C.V|BURBUJA 44X120 Z01 CV|DOM|BURBUJA|Z01|1.2|0.44|3|663.00|
D46|DOMO T-BURBUJA .44*.60 COLOR Z01 M.P.|BURBUJA 44X60 Z01 MP|DOM|BURBUJA|Z01|0.6|0.44|3|281.00|
D46H11|DOMO T-BURBUJA .44*.60 COLOR H11 M.P.|BURBUJA 44X60 H11 MP|DOM|BURBUJA|H11|0.6|0.44|3|281.00|
D46V|DOMO T-BURBUJA .44*.60 COLOR Z01 C.V.|BURBUJA 44X60 Z01 CV|DOM|BURBUJA|Z01|0.6|0.44|3|382.00|
D49|DOMO T-BURBUJA .44*.90 COLOR Z01 M.P.|BURBUJA 44X90 Z01 MP|DOM|BURBUJA|Z01|0.9|0.44|3|371.00|
D49V|DOMO T-BURBUJA  .44*.90 COLOR Z01 C.V.|BURBUJA 44X90 Z01 CV|DOM|BURBUJA|Z01|0.9|0.44|3|506.00|
D4CV|DOMO T-BURBUJA .44*.44 CRISTAL 3MM C.V.|BURBUJA 44X44 CRISTAL CV|DOM|BURBUJA|CRISTAL|0.44|0.44|3|303.00|
D4V|DOMO T-BURBUJA  .44*.44 COLOR Z01 CV|BURBUJA 44X44 Z01 CV|DOM|BURBUJA|Z01|0.44|0.44|3|303.00|
D51|DOMO BURBUJA .51*.51 COLOR H11 C.V.|BURBUJA 51X51 H11 CV|DOM|BURBUJA|H11|0.51|0.51|3|628.00|
D6|DOMO T-BURBUJA COLOR Z01 DE .60*.60  M.P|BURBUJA 60X60 Z01 MP|DOM|BURBUJA|Z01|0.6|0.6|3|359.00|
D612|DOMO T-BURBUJA.60*1.20 COLOR Z01 M.P.|BURBUJA 60X120 Z01 MP|DOM|BURBUJA|Z01|1.2|0.6|3|606.00|
D612AI|DOMO T-BURBUJA DE .60*1.20 C.V. Z01 A.I.|BURBUJA IMPACTA 60X120 Z01 CV|DOM|BURBUJA|Z01|1.2|0.6|3|1042.00|
D612V|DOMO T-BURBUJA .60*1.20 Z01 C.V.|BURBUJA 60X120 Z01 CV|DOM|BURBUJA|Z01|1.2|0.6|3|775.00|
D618|DOMO T-BURBUJA .60*1.80 COLOR Z01 M.P.|BURBUJA 60X180 Z01 MP|DOM|BURBUJA|Z01|1.8|0.6|3|848.00|
D618V|DOMO T-BURBUJA .60*1.80 CRISTAL  C.V.|BURBUJA 60X180 CRISTAL CV|DOM|BURBUJA|CRISTAL|1.8|0.6|3|1083.00|
D69|DOMO T-BURBUJA .60*.90 COLOR Z01 M.P.|BURBUJA 60X90 Z01 MP|DOM|BURBUJA|Z01|0.9|0.6|3|467.00|
D69A|DOMO T-BURBUJA .60*.90 M.P. ABATIBLE Z01|BURBUJA ABATIBLE 60X90 Z01 MP|DOM|BURBUJA|Z01|0.9|0.6|3|1028.00|
D69C|DOMO T-BURBUJA  .60*.90 CRISTAL M.P.|BURBUJA 60X90 CRISTAL MP|DOM|BURBUJA|CRISTAL|0.9|0.6|3|467.00|
D69COLOCACION|SUM Y COL DOMO .60*.90 M.P Z01 ACR. 3MM|BURBUJA Y COLOCACION 60X90 Z01 MP|DOM|BURBUJA|Z01|0.9|0.6|3|667.00|
D69V|DOMO T-BURBUJA .60*.90 COLOR Z01 C.V.|BURBUJA 60X90 Z01 CV|DOM|BURBUJA|Z01|0.9|0.6|3|595.00|
D6CV|DOMO T-BURBUJA .60*.60 CRISTAL C.V.|BURBUJA 60X60 CRISTAL CV|DOM|BURBUJA|CRISTAL|0.6|0.6|3|472.00|
D6VH11|DOMO T-BURBUJA .60*.60 C.V. COLOR H11|BURBUJA 60X60 H11 CV|DOM|BURBUJA|H11|0.6|0.6|3|472.00|
D9|DOMO T-BURBUJA .90*.90 COLOR Z01 M.P.|BURBUJA 90X90 Z01 MP|DOM|BURBUJA|Z01|0.9|0.9|3|663.00|
D912|DOMO BURBUJA .90*1.20 COLOR OPALINO M.P.|BURBUJA 90X120 Z01 MP|DOM|BURBUJA|Z01|1.2|0.9|3|848.00|
D912V|DOMO T-BURBUJA .90*1.20 COLOR Z01 C.V.|BURBUJA 90X120 Z01 CV|DOM|BURBUJA|Z01|1.2|0.9|3|1083.00|
D918|DOMO T-BURBUJA .90*1.80 COLOR Z01 M.P.|BURBUJA 90X180 Z01 MP|DOM|BURBUJA|Z01|1.8|0.9|3|1189.00|
D918H11|DOMO T-BURBUJA .90*1.80 COLOR H11 M.P.|BURBUJA 90X180 H11 MP|DOM|BURBUJA|H11|1.8|0.9|3|1189.00|
D918V|DOMO T-BURBUJA .90*1.80 COLOR Z01 C.V|BURBUJA 90X180 Z01 CV|DOM|BURBUJA|Z01|1.8|0.9|3|1443.00|
D924|DOMO T-BURBUJA .90*2.40 COLOR Z01 M.P.|BURBUJA 90X240 Z01 MP|DOM|BURBUJA|Z01|2.4|0.9|3|1527.00|
D924V|DOMO T-BURBUJA .90*2.40 COLOR Z01 C.V.|BURBUJA 90X240 Z01 CV|DOM|BURBUJA|Z01|2.4|0.9|3|1841.00|
D94VH11|DOMO T-BURBUJA .90*.44 C.V. COLOR H11|BURBUJA 44X90 H11 CV|DOM|BURBUJA|H11|0.9|0.9|3|506.00|
D9C|DOMO T-BURBUJA .90*.90 COLOR CRISTAL M.P|BURBUJA 90X90 CRISTAL MP|DOM|BURBUJA|CRISTAL|0.9|0.9|3|663.00|
D9V|DOMO T-BURBUJA .90*.90 COLOR Z01 C.V.|BURBUJA 90X90 Z01 CV|DOM|BURBUJA|Z01|0.9|0.9|3|954.00|
DC1|DOMO CIRCULAR 1.20 COLOR Z01 M.P.|DOMO CIRCULAR 120 Z01 MP|DOM|CIRCULAR|Z01|1.2|1.2|3|1841.00|
DC12V|DOMO CIRCULAR 1.20 COLOR Z01 C.V.|DOMO CIRCULAR 120 Z01 CV|DOM|CIRCULAR|Z01|1.2|1.2|3|2717.00|
DC15|DOMO CIRCULAR 1.50 COLOR Z01 M.P|DOMO CIRCULAR 150 Z01 MP|DOM|CIRCULAR|Z01|1.5|1.5|3|3143.00|
DC15V|DOMO CIRCULAR 1.50 COLOR Z01 C.V.|DOMO CIRCULAR 150 Z01 CV|DOM|CIRCULAR|Z01|1.5|1.5|3|4233.00|
DC18|DOMO CIRCULAR 1.80  TRANSPARENTE  M.P.|DOMO CIRCULAR 180 CRISTAL MP|DOM|CIRCULAR|CRISTAL|1.8|1.8|3|4042.00|
DC18V|DOMO CIRCULAR 1.80 COLOR Z01 C.V.|DOMO CIRCULAR 180 Z01 CV|DOM|CIRCULAR|Z01|1.8|1.8|3|5333.00|
DC6|DOMO CIRCULAR 0.60 COLOR Z01 M.P|DOMO CIRCULAR 60 Z01 MP|DOM|CIRCULAR|Z01|0.6|0.6|3|673.00|
DC6V|DOMO CIRCULAR  0.60 COLOR Z01 C.V.|DOMO CIRCULAR 60 Z01 CV|DOM|CIRCULAR|Z01|0.6|0.6|3|1112.00|
DC9|DOMO CIRCULAR 0.90 COLOR Z01 M.P.|DOMO CIRCULAR 90 Z01 MP|DOM|CIRCULAR|Z01|0.9|0.9|3|1167.00|
DC9V|DOMO CIRCULAR  0.90 COLOR Z01 C.V.|DOMO CIRCULAR 90 Z01 CV|DOM|CIRCULAR|Z01|0.9|0.9|3|1830.00|
DP12|DOMO PIRAMIDAL 1.20*1.20 COLOR Z01 M.P.|DOMO PIRAMIDAL 120X120 Z01 MP|DOM|PIRAMIDAL|Z01|1.2|1.2|3|1236.00|
DP12V|DOMO PIRAMIDAL 1.20*1.20 COLOR Z01 C.V|DOMO PIRAMIDAL 120X120 Z01 CV|DOM|PIRAMIDAL|Z01|1.2|1.2|3|1443.00|
DP18|DOMO PIRAMIDAL 1.80*1.80 COLOR Z01  M.P|DOMO PIRAMIDAL 180X180 Z01 MP|DOM|PIRAMIDAL|Z01|1.8|1.8|3|3178.00|
DP1824|DOMO PIRAMIDAL 1.80*2.40 COLOR Z01 M.P.|DOMO PIRAMIDAL 180X240 Z01 MP|DOM|PIRAMIDAL|Z01|2.4|1.8|3|4238.00|
DP1824V|DOMO PIRAMIDAL 1.80*2.40 COLOR Z01 C.V.|DOMO PIRAMIDAL 180X240 Z01 CV|DOM|PIRAMIDAL|Z01|2.4|1.8|3|4771.00|
DP18V|DOMO PIRAMIDAL 1.80*1.80 COLOR H11 C.V.|DOMO PIRAMIDAL 180X180 H11 CV|DOM|PIRAMIDAL|H11|1.8|1.8|3|3604.00|
DP90|DOMO PIRAMIDAL .90*.90 COLOR Z01 M.P.|DOMO PIRAMIDAL 90X90 Z01 MP|DOM|PIRAMIDAL|Z01|0.9|0.9|3|725.00|
DP9V|DOMO PIRAMIDAL .90*.90 COLOR H11 C.V.|DOMO PIRAMIDAL 90X90 H11 CV|DOM|PIRAMIDAL|H11|0.9|0.9|3|915.00|
DPPV|DOMO PIRAMIDAL .90*.90 COLOR Z01 C.V.|DOMO PIRAMIDAL 90X90 Z01 CV|DOM|PIRAMIDAL|Z01|0.9|0.9|3|915.00|
ENERO|MANTENIMIENTO DEL MES DE ENERO|MANTENIMIENTO DEL MES DE ENERO|DOM|MANTENIMIENTO|CRISTAL|1|1|3|97000.00|
FEBRERO|MANTENIMIENTO DEL MES DE FEBRERO|MANTENIMIENTO DEL MES DE FEBRERO|DOM|MANTENIMIENTO|CRISTAL|1|1|3|97000.00|
JULIO|MANTENIMIENTO  DEL MES DE JULIO|MANTENIMIENTO  DEL MES DE JULIO|DOM|MANTENIMIENTO|CRISTAL|1|1|3|97000.00|
JUNIO|MANTENIMIENTO DEL MES DE JUNIO|MANTENIMIENTO DEL MES DE JUNIO|DOM|MANTENIMIENTO|CRISTAL|1|1|3|97000.00|
MARZO|MANTENIMIENTO DEL MES DE MARZO|MANTENIMIENTO DEL MES DE MARZO|DOM|MANTENIMIENTO|CRISTAL|1|1|3|97000.00|
MAYO|MANTENIMIENTO DEL MES DE MAYO|MANTENIMIENTO DEL MES DE MAYO|DOM|MANTENIMIENTO|CRISTAL|1|1|3|97000.00|
NOVIEMBRE|MANTENIMIENTO DEL MES DE NOVIEMBRE|MANTENIMIENTO DEL MES DE NOVIEMBRE|DOM|MANTENIMIENTO|CRISTAL|1|1|3|97000.00|
OCTUBRE|MANTENIMIENTO DEL MES DE OCTUBRE|MANTENIMIENTO DEL MES DE OCTUBRE|DOM|MANTENIMIENTO|CRISTAL|1|1|3|97000.00|
SEPTIEMBRE|MANTENIMIENTO DEL MES DE SEPTIEMBRE|MANTENIMIENTO DEL MES DE SEPTIEMBRE|DOM|MANTENIMIENTO|CRISTAL|1|1|3|97000.00|